Frequency,Input,Callsign,Description,System/Category,Tag,Updated
152.46500,157.72500,WPYU963,Friends of Berwyn (ESDA),Berwyn,Emergency Ops,2011:10:11
152.46500,157.72500,WNVN211,E Leyden High School: Maintenance (Franklin Park),Leyden Township Schools,Schools,2012:12:29
152.48000,,WQJU355,Paging,University of Illinois - Chicago (Multiple Locations),Data,2010:12:06
152.48000,,,High School: Pagers  [No License],Schaumburg Schools,Schools,2009:01:07
152.48000,,WQKH222,Paging Operations,St. Patrick High School (Chicago),Data,2009:05:15
152.57500,,,cab company (possible LTR),Taxi Cabs,Transportation,2012:01:07
152.87000,,WQEQ667,R&E Taxi Company (Markham) {base to 159.825},Taxi Cabs,Transportation,2006:05:18
152.87750,159.76500,WQRD812,Fire: Dispatch,CITGO Petroleum Corporation,Fire Dispatch,2013:10:09
152.88500,159.78000,WQJL520,BHSD#206: Security/Maintenance,Chicago Heights Schools,Schools,2009:09:22
152.88500,158.83500,WPQC705,BTHSD #206: Buses [Expired 7/05],Chicago Heights Schools,Schools,2007:06:29
152.90000,159.51000,WPTF977,Operations (reported not in use),New Trier (Twp) High School District 203 (Winnetka),Deprecated,2008:12:30
152.91500,,WPNS332,Housekeeping/Maintenance/Admin,Our Lady of the Resurrection Medical Center (OLR-Chicago),Business,2009:09:13
152.92250,,,Site 105 Schaumburg (Unidentified LCN),Ventronics (Metro Chicago),TRS,2008:10:09
152.92500,,,"Snow Plowing (reported, off freq?)",Des Plaines,Public Works,2011:12:22
152.93750,,,Site 105 Schaumburg (Unidentified LCN),Ventronics (Metro Chicago),TRS,2008:10:09
152.95250,159.83250,WQCL372,Northfield Campus: Maintenance [Ch 4],New Trier (Twp) High School District 203 (Winnetka),Schools,2008:12:30
152.99000,,WPRL779,American Cab: Data,Taxi Cabs,Data,2012:01:07
152.99000,159.72000,WPTF977,Operations (reported not in use),New Trier (Twp) High School District 203 (Winnetka),Deprecated,2008:12:30
153.02750,,,Site 104 Rolling Meadows (Unidentified LCN),Ventronics (Metro Chicago),TRS,2008:10:09
153.08750,158.33250,WQMA232,CityWide / EMA,Bridgeview,Emergency Ops,2011:01:03
153.09500,159.06000,WPPW397,Arena Management,All State Arena / Stephens Convention Center (Rosemont),Business,2008:11:16
153.15500,,WQGG491,Chicago Elite Dispatch - Base to 150.86,Taxi Cabs,Transportation,2007:08:07
153.21500,156.13500,WPUR736,Fire Dispatch: West (Northbrook),RED: Regional Emergency Dispatch (Northbrook),Fire Dispatch,2009:01:10
153.21500,159.66000,WPUR736,Fire: Simulcast of 159.795,Wheeling,Fire-Tac,2009:01:10
153.24500,,WQGG491,Chicago Elite Dispatch - Base to 160.17,Taxi Cabs,Transportation,2007:08:07
153.25750,160.03500,WNZD503,American Taxi (reported on 153.255),Taxi Cabs,Transportation,2010:02:22
153.36500,,WQEA763,Norshore Cab Association - Base to 159.855 (Evanston) (Old?),Taxi Cabs,Transportation,2007:08:07
153.44000,158.20500,WNZD503,American Taxi,Taxi Cabs,Transportation,2010:02:22
153.46250,,,Site 104 Rolling Meadows (Unidentified LCN),Ventronics (Metro Chicago),TRS,2008:10:09
153.50000,150.77500,WPEK951,"Fire/EMS: Alternate ""Divisionwide"" [Ch -2]",NORCOMM 911 Dispatch / MABAS Division 20 (Franklin Park),Fire-Tac,2009:01:10
153.50000,150.77500,WPEK951,Air Ground Ambulance Ops (Melrose Park/Franklin Park),Superior Ambulance Service / AIR MED 1,EMS Dispatch,2009:01:10
153.62000,159.81000,WQLH822,Security / Ops,Oak Forest Hospital (Oak Forest),Business,2010:02:09
153.63500,150.80500,WNMG301,"Fire: Dispatch - Clarendon Hills, Hinsdale",SouthWest Central Dispatch - SWCD (Palos Heights),Fire Dispatch,2009:01:16
153.72500,,WPGI259,Public Works/Snow Plows,Elmwood Park,Public Works,2006:08:06
153.74000,,WPCD575,Police,Wheeling,Law Tac,2006:08:09
153.74000,,WPCD575,Signposts (Data transmitters),Buses,Data,2005:10:10
153.77000,,KSC711,Metro 6,Chicago Fire Department and EMS,Interop,2015:01:11
153.80000,,,Firegound [NO LICENSE],Bellwood,Fire-Tac,2007:06:09
153.80000,,,Fireground [Ch 3],Rolling Meadows,Fire-Tac,2009:01:07
153.81500,,KZU879,Sheriff: Tactical [Ch 12],Cook County Sheriff's Department,Law Tac,2004:10:02
153.81500,,KZU879,"Jail, Surveillance [Ch 1]",Cook County Sheriff's Department,Corrections,2010:03:07
153.83000,,WQAG579,Fireground - Red (MABAS),Mutual Aid Box Alarm System (MABAS),Fire-Tac,2005:09:09
153.83000,,KNJX345,Fireground (FG White? 69.3),La Grange,Law Tac,2010:04:19
153.83750,,WQAG579,Fireground - Gold (MABAS),Mutual Aid Box Alarm System (MABAS),Fire-Tac,2005:09:09
153.84500,,KQ6542,Sheriff: Tactical [Ch 9],Cook County Sheriff's Department,Law Tac,2004:10:02
153.84500,,KQ6542,Jail [Ch 3],Cook County Sheriff's Department,Corrections,2010:03:07
153.84500,,KQ6542,Sheriff: Courts [Ch 10],Cook County Sheriff's Department,Corrections,2004:10:02
153.86500,,,Snow Plows (reported),River Grove,Public Works,2009:01:07
153.87500,,WNRQ606,Fire: Tac/Admin [Ch 2],Buffalo Grove,Fire-Tac,2011:01:03
153.87500,,WPGW794,Police: Tac,La Grange Park,Law Tac,2008:12:29
153.89000,,KLW346,Fire: Tac,E-COM Dispatch Center (Homewood),Fire-Tac,2009:01:10
153.89000,,,Fire: Ops - Narrowband (EastComm - MABAS Division 24),Mutual Aid Box Alarm System (MABAS),Fire-Tac,2012:09:26
153.89000,,,Fire: Ops - Wideband (EastComm - MABAS Division 24),Mutual Aid Box Alarm System (MABAS),Fire-Tac,2012:09:26
153.89000,,KEL353,Fire: Dispatch for Auto-Aid,Calumet City,Law Dispatch,2007:06:12
153.90500,,KL6889,Sheriff: Car-to-Car [Ch 6],Cook County Sheriff's Department,Law Tac,2004:10:02
153.93500,,,ESDA (also 45.36),Sauk Village,Emergency Ops,2009:01:07
153.96500,,WPHV984,Thorn Creek Sanitary District (Chicago Heights),Townships and Water Districts,Public Works,2014:04:27
153.98000,,WPBX591,Operations,Des Plaines Valley Mosquito Abatement District,Public Works,2008:12:29
153.98000,,WPBX591,Operations,Des Plaines Valley Mosquito Abatement District,Public Works,2008:12:29
153.98750,,WPXX836,Public Works (Mobiles),Niles,Public Works,2009:06:10
154.02500,,KZU879,Jail [Ch 2],Cook County Sheriff's Department,Corrections,2010:03:07
154.02500,,KZU879,Police: Tactical (also 155.19),Palos Park,Law Tac,2009:01:10
154.02500,,KWH821,Public Works / Police: Tactical [Ch 2],Calumet Park,Public Works,2007:06:12
154.02500,,KZU879,Sheriff: Tactical [Ch 11],Cook County Sheriff's Department,Law Tac,2004:10:02
154.02500,,KZU879,Police: Tac (also 155.19 CSQ),Palos Hills,Law Tac,2009:01:10
154.04000,,WNKJ918,Public Works,Kenilworth,Public Works,2008:12:29
154.04000,,WNIV313,Police: Tertiary (was 192.8),Winnetka,Law Tac,2009:07:29
154.04000,,,Police: Tac [No License],Lemont,Law Tac,2008:12:29
154.04000,,WPAC597,Public Works,Glencoe,Public Works,2008:12:28
154.04000,,KNIJ202,Public Works / ESDA,Bellwood,Public Works,2007:06:09
154.05500,,KVB296,Public Works / Police Tac,Hometown,Public Works,2008:12:28
154.05500,,KFI559,Public Works/Snow Pllows,Oak Lawn,Public Works,2012:07:29
154.05500,,KFI559,Police: Car-to-Car,Oak Lawn,Law Tac,2009:01:10
154.06250,158.82750,WPXX836,Buses (licensed as Trunked),Niles,Transportation,2008:12:30
154.07000,,KSG346,Fire: Dispatch - Old,Orland Central Dispatch,Fire Dispatch,2011:01:12
154.07000,,,"Division 19 - Palos FPD, Palos Hts. FPD (or div 22???)",Mutual Aid Box Alarm System (MABAS),Fire-Tac,2009:01:10
154.07000,,WNDC613,MABAS Division 22 Fire Network,SouthWest Central Dispatch - SWCD (Palos Heights),Fire Dispatch,2009:01:16
154.07000,,,Fire: MABAS Division 22,Mutual Aid Box Alarm System (MABAS),Fire-Tac,2012:09:26
154.07750,,WQFH352,Park District,Elk Grove Village,Public Works,2006:08:09
154.08500,,KDH962,Public Works / Police  - Band 4,Richton Park,Public Works,2009:01:10
154.08500,,KNFJ259,Public Works [Expired],Broadview,Public Works,2006:08:06
154.08500,,KSX359,Sanitary District/ Police: Chat  [Lincoln 16],Hinsdale,Public Works,2011:01:05
154.10000,,,Public Works,Schiller Park,Public Works,2009:01:07
154.10000,,,Public Works,Riverdale,Public Works,2009:01:10
154.10000,,WNVH984,ESDA,Streamwood,Emergency Ops,2009:01:08
154.10000,,KCR894,Public Works,Skokie,Public Works,2006:08:09
154.10000,,,Public Works,River Grove,Public Works,2009:01:07
154.11500,,KKH343,ESDA / Public Works,Berwyn,Public Works,2006:08:06
154.11500,,KXC236,Public Works / ESDA,Berwyn,Multi-Dispatch,2006:08:06
154.11500,,,Public Works,Steger,Public Works,2009:01:10
154.11500,,KNGP631,ESDA: Operations (units 9900s) (also on 155.025 CSQ; 45.44 103.5 PL),Rich Township,Emergency Ops,2006:08:07
154.13000,,KSC711,Metro 5,Chicago Fire Department and EMS,Interop,2014:06:29
154.16000,,KSD486,to: Evanston (Northbrook),RED: Regional Emergency Dispatch (Northbrook),Fire-Tac,2006:05:21
154.16000,,WPUR736,EMS (St. Francis Hospital - Evanston),RED: Regional Emergency Dispatch (Northbrook),EMS Dispatch,2005:01:18
154.16000,,KSC732,Fire: Admin / Old Dispatch,Evanston,Fire Dispatch,2007:10:18
154.16000,,KSD486,to: Highland Park (Northbrook),RED: Regional Emergency Dispatch (Northbrook),Fire-Tac,2006:05:21
154.16000,,KBW433,Fire: Aid w/ Highland Park,Northfield,Fire-Tac,2008:12:30
154.17500,,WQAX363,Fire: Dispatch - Addison (DuPage),NORCOMM 911 Dispatch / MABAS Division 20 (Franklin Park),Fire Dispatch,2009:02:02
154.19000,,KSI510,Fire: Disptach - Old / Police: Aid [Ch 5],River Forest,Deprecated,2009:01:07
154.19000,,KMB391,"Fire: Dispatch - Forest Park Fire, Cicero, and Stickney",Cicero,Law Dispatch,2016:02:25
154.19000,155.97000,WNCM652,Fire: MABAS Division 11,Mutual Aid Box Alarm System (MABAS),Fire-Tac,2012:09:26
154.19750,155.99250,WPQJ879,EMS: Dispatch,Alverno Ambulance,EMS Dispatch,2005:11:29
154.20500,,KSD486,Remote Link to NWCD South,RED: Regional Emergency Dispatch (Northbrook),Fire Dispatch,2005:04:12
154.20500,,KTM396,Fire: Local (units 600s),Rolling Meadows,Fire-Tac,2009:01:07
154.20500,,KTM345,"Fire: Dispatch (Sta 11, units 300s, DB: Roselle PD) (was CSQ)",Elk Grove Rural Fire Protection District,Fire Dispatch,2013:07:07
154.22000,,KSC711,Fire VHF Admin Simplex & Extra Alarm/Incident Notification [Call-out],Chicago Fire Department and EMS,Fire-Talk,2015:04:25
154.23500,,KSD486,Remote Link to NWCD North,RED: Regional Emergency Dispatch (Northbrook),Fire Dispatch,2005:04:12
154.23500,,WQHN543,Fireground (Rural FPD),Palatine,Fire-Tac,2007:09:15
154.23500,,,Siren Activation DTMF (Shaumburg?),Northwest Central Dispatch System (NWCDS),Emergency Ops,2011:04:12
154.23500,,WPMP425,Fire: Dispatch - Old (Back-Up); Storm Siren Activation,Schaumburg,Fire-Tac,2011:04:07
154.25000,,KYQ963,Fire: Dispatch (units 1500s),Pleasantview Fire Protection District (Countryside),Fire Dispatch,2008:12:28
154.25000,,,Fire: MABAS Division 10,Mutual Aid Box Alarm System (MABAS),Fire-Tac,2012:09:26
154.25000,,WPYN646,Fire: Dispatch (units 1200's) (210.7 tx),La Grange Park,Fire Dispatch,2008:12:29
154.25000,,WNMI241,"Fire: Dispatch (units 316-320, 416-421)",Brookfield,Fire Dispatch,2006:08:06
154.26500,,WQAG579,Illinois Fire Emergency Radio Network,Mutual Aid Box Alarm System (MABAS),Fire-Tac,2012:09:26
154.27250,,WQAG579,Fireground - Black (MABAS),Mutual Aid Box Alarm System (MABAS),Fire-Tac,2005:09:09
154.28000,,WQAG579,Fireground - White (MABAS),Mutual Aid Box Alarm System (MABAS),Fire-Tac,2012:09:26
154.28000,,WPLV959,South Suburban Fire Mutual Aid Network - Fire Operations,SouthWest Central Dispatch - SWCD (Palos Heights),Fire-Tac,2009:01:16
154.28750,,KCU287,Fireground,Rosemont,Fire-Tac,2009:01:07
154.28750,,WQAG579,Fireground - Gray (MABAS),Mutual Aid Box Alarm System (MABAS),Fire-Tac,2005:09:09
154.29500,,KCJ688,Fireground,Niles,Fire-Talk,2008:12:30
154.29500,,WQAG579,Fireground - Blue (MABAS),Mutual Aid Box Alarm System (MABAS),Fire-Tac,2005:01:18
154.30250,,WQAG579,Illinois Fire Emergency Radio Network - Alternate,Mutual Aid Box Alarm System (MABAS),Fire-Tac,2012:10:02
154.34000,,,"Division 3 - Des Plaines FD, Park Ridge FD",Mutual Aid Box Alarm System (MABAS),Fire-Tac,2012:09:26
154.34000,,KCJ688,Fireground - Aid with Rosemont & Parkridge,Niles,Fire-Tac,2008:12:30
154.34000,,KDB493,Fire: Admin [Ch F?],Skokie,Fire-Tac,2006:10:15
154.34000,,KBU640,"Fire: Dispatch - Des Plaines, Park Ridge",Des Plaines/Park Ridge Emergency Communications Center,Fire Dispatch,2005:11:14
154.34000,159.27000,KCU287,Fire: Dispatch (units 150s; DB: Sefl),Rosemont,Fire Dispatch,2007:03:06
154.34000,,KEL353,Fire: Dispatch,Calumet City,Fire Dispatch,2008:12:27
154.34000,,KSD486,"to: Des Plaines, Park Ridge, Rosemont",RED: Regional Emergency Dispatch (Northbrook),Fire-Tac,2006:05:21
154.35500,,,Fire: Ops - Narrowband (EastComm - MABAS Division 24),Mutual Aid Box Alarm System (MABAS),Fire-Tac,2012:09:26
154.35500,,,Fireground [Ch 2],Calumet City,Fire-Tac,2011:01:03
154.35500,,KNCE605,Simulcast TG 1616 Joliet TRS / SEECOM: Algonquin-Lake in the Hills FPD (McHenry Co),Municipal Fire,Fire Dispatch,2008:09:07
154.35500,,KSD486,"Fire: Ops - South: Blue (Northbrook, Niles, Winnetka) (Rare use)",RED: Regional Emergency Dispatch (Northbrook),Fire Dispatch,2006:05:21
154.37000,,WQMP765,Fire: Dispatch - MABAS Division 20,NORCOMM 911 Dispatch / MABAS Division 20 (Franklin Park),Fire Dispatch,2010:12:05
154.37000,,,"Division 27 - Ford Hts, Olympia Gardens FPD, Park Forest, Sauk Village, South Chicago Hts, Steger Estates, Steger",Mutual Aid Box Alarm System (MABAS),Fire-Tac,2005:01:18
154.37000,,KK5753,Fire: Dispatch (DB: Steger PD),Steger Estates Fire Protection District,Fire Dispatch,2006:08:06
154.37000,,WNJM508,"Fire: Paging - Matteson, Richton Park",SouthCom (Matteson),Fire Dispatch,2005:11:14
154.37000,,,Fire: MABAS Division 20,Mutual Aid Box Alarm System (MABAS),Fire Dispatch,2012:09:26
154.37000,,,Fire District 4,Municipal Fire,Fire Dispatch,2004:10:02
154.37000,,KBF838,Fire: Dispatch (Leydon FPD) (DB Self w/ NorComm Staff),Franklin Park,Fire Dispatch,2007:06:12
154.40000,,KSG346,Fire: Dispatch - Old,Orland Central Dispatch,Fire Dispatch,2011:01:12
154.40000,,WPQY396,Fire: Dispatch,SouthWest Central Dispatch - SWCD (Palos Heights),Fire Dispatch,2009:01:16
154.40000,,,Division 19,Mutual Aid Box Alarm System (MABAS),Fire-Tac,2005:01:18
154.43000,,,Fire: Division 21 Dispatch (Old?),Oak Lawn Central Dispatch (OLCD),Fire-Tac,2011:12:15
154.43000,,WPLV959,MABAS Division 21 Network,SouthWest Central Dispatch - SWCD (Palos Heights),Fire Dispatch,2009:09:27
154.43000,154.16000,KNGH974,Fire: Dispatch (units 3400-3600) (also KSH936),Evergreen Park,Fire Dispatch,2008:12:27
154.44500,,KSD486,"Fire: Ops - North: Pager Tone-Outs/Old Dispatch (Northbrook, Niles, Winnetka)",RED: Regional Emergency Dispatch (Northbrook),Fire Dispatch,2006:05:21
154.47125,,WNBK734,Water Distribution Data (Multiple Sites),McCook,Data,2008:12:30
154.49000,160.03500,WQCL372,Northfield Campus: ParaPros [Ch 5],New Trier (Twp) High School District 203 (Winnetka),Schools,2008:12:30
154.49000,,,Navy Pier: Cruise Boat - Odyssey Chicago,Navy Pier / Metropolitan Pier and Exposition Authority,Business,2013:09:24
154.50000,,,Police: Tactical (Invalid Freq),Crestwood,Law Tac,2009:01:23
154.50000,,,Police: Tactical,Worth,Law Tac,2006:08:06
154.50500,,,unidentified ambulance service heard in northern suburbs,Common/Unknown,EMS-Tac,2005:11:06
154.51500,,KTI328,Mannheim Middle School Buses (Leyden),Franklin Park Schools,Schools,2009:02:10
154.51500,,KTI328,Mannheim Middle School Buses,Franklin Park Schools,Schools,2008:12:27
154.51500,,,Navy Pier: Cruise Boat - Spirit of Chicago?,Navy Pier / Metropolitan Pier and Exposition Authority,Business,2013:09:24
154.54000,,WNHE791,Arbor Park School District: Maintenance/Security/Ops,Oak Forest - Schools,Schools,2008:01:15
154.54000,,,Operations [Ch 8],Lincoln Park Zoo,Business,2010:05:08
154.54000,,,Police: Car-to-Car,Crestwood,Law Tac,2010:05:08
154.54000,,,Lincolnwood Town Center Mall: Maintenance,Retail - Lincolnwood,Business,2012:10:08
154.54000,,WPHH957,Paging [Canceled 2011],Triton Community College (River Grove),Deprecated,2011:05:12
154.54000,,,ESDA: Operations,Melrose Park,Emergency Ops,2008:12:30
154.57000,,,Park District [Ch 2],Des Plaines,Public Works,2011:01:04
154.57000,,WPJZ807,Sears/Allstate: Aircraft Towing,Support Services / Businesses,Business,2008:12:22
154.57000,,,Food Vendors Ops,Toyota Park (Bridgeview),Business,2008:07:30
154.57000,,,Park District: Car-to-Car,Glencoe,Public Works,2008:12:28
154.57000,,,Operations,WBBM-TV CBS Channel 2,Media,2006:06:04
154.60000,,,Walmart (Northlake),Retail - Northlake,Business,2010:04:21
154.60000,,WPID200,W Leyden High School: Maintenance (Old) [Expired],Leyden Township Schools,Deprecated,2012:12:29
154.60000,,WPID200,Scott School [Expired],Franklin Park Schools,Deprecated,2012:12:29
154.60000,,WNYZ237,Ridgewood High School,Norridge - Schools,Schools,2008:12:30
154.60000,,KQ6529,High School: Operations [Expired],Glenview / Glenbrook Schools,Deprecated,2008:10:18
154.65000,,KA5489,Car to Car,Chicago Police Department (CPD),Law Tac,2014:01:10
154.72500,,KNFR290,Police,South Suburban College (South Holland),Law Dispatch,2005:08:24
154.73250,155.69250,WPUC412,Police: Field Activites,Orland Park,Law Tac,2006:08:06
154.73250,,WPUC412,Police: Tac - Future (possible repeater),Orland Hills,Law Tac,2009:01:07
154.75500,,KD30958,Mobile Extenders,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2009:01:24
154.77000,,KBW805,Police: Car-to-Car [Ch 2],Orland Park,Law Tac,2006:08:06
154.77000,,WPQD843,Emergency Management / ESDA,Maine Township (Park Ridge),Emergency Ops,2008:12:29
154.77000,,,Hanover Township Emergency Services,Townships and Water Districts,Emergency Ops,2013:04:14
154.78500,155.98500,KBW805,Police: Dispatch [Ch 1],Orland Park,Law Dispatch,2006:08:06
154.78500,,KNEA827,Police: Tactical [Ch 2],Rosemont,Law Tac,2009:01:07
154.78500,,WQEW584,Police: Tac [Ch 2] (Rare use),Park Ridge,Law Dispatch,2012:10:11
154.80000,156.00000,WPGW794,"Police: Dispatch (w/Brkfld,Lagrange) [Ch 1]",La Grange Park,Law Dispatch,2008:12:29
154.80750,,WQFH352,Park District,Elk Grove Village,Public Works,2006:08:09
154.80750,,,Public Works [No License],Niles,Public Works,2008:12:30
154.82250,159.41250,WPWS454,Police: Band 3,Bellwood,Law Tac,2008:02:14
154.84500,156.09000,KSA785,Police: Dispatch,WestCom,Law Dispatch,2005:11:14
154.86000,,**,Police: Tac,River Forest,Law Tac,2009:01:07
154.95750,,KCU287,Fireground,Rosemont,Fire-Tac,2009:01:07
154.96500,156.23250,WQGE399,Public Works (still 127.3?),Barrington,Public Works,2006:08:09
154.96500,,WQGE399,Police: Night Tac,Barrington,Law Tac,2006:12:19
154.98000,,KXO709,Village Adminstrative,Elk Grove Village,Public Works,2006:08:06
154.98000,,KQR367,Police: Tac-5 [Ch 5],Bedford Park,Law Tac,2006:08:06
154.98000,,KLX920,Public Works [EXPIRED],McCook,Public Works,2008:12:30
